short_company,th_company_name,eng_company_name,type_business,type_technology,product,type_innovation,detail,owner,province_base,address,phone_number,email,website,note,source,cluster
opendream,บริษัท โอเพ่นดรีม จำกัด,"Opendream Co., Ltd.","SW, Digital Service",Chatbot,"การแพทย์, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการการจัดทำโปรแกรมคอมพิวเตอร์, SABAIDEE (Healtcare Platform) ระบบช่วยประเมิน สื่อสาร และติดตามผลการตรวจหาเชื้อโรคโควิด-19 มีระบบรวบรวมเนื้อหาคำแนะนำด้านสุขภาพแบบรายบุคล มีระบบเชื่อมโยงข้อมูลจากแอปพลิเคชันต่างๆเพื่อแลกเปลี่ยนข้อมูลด้านสุขภาพให้ครอบคลุม","นายปฏิพัทธ์ สุสำเภา, นางสาวพัชราภรณ์ ปันสุวรรณ",กรุงเทพมหานคร,65/32 ชั้น 2 อาคารชำนาญ เพ็ญชาติ บิสเนส เซ็นเตอร์ ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,09-0559-8288,info@opendream.co.th,http://www.opendream.co.th,,"https://nia.bookcaze.com/viewer/2196/1/Innovation%20in%20Time%20of%20CRISIS, Page 14",4
Smart Healthcare Global,บริษัท สมาร์ทเฮ้ลท์แคร์โกลบอล จำกัด,"Smart Healthcare Global Co., Ltd.","SW, Digital Service",,"การแพทย์, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการประกอบกิจการผลิต ออกแบบ ติดตั้ง โปรแกรมวิเคราะห์ คำนวณประมวลผล ข้อมูลทางร่างกาย, DIAMATE (Remote Diabets Monitoring Application) แอปพลิเคชันดูแลผู้ป่วยเบาหวานที่บ้านร่วมกับการรักษาที่โรงพยาบาล ช่วยประมวลผลการควบคุมระดับน้ำตาลในเลือดของผู้ป่วยนอก มีระบบช่วยประเมินความเสี่ยงทางการแพทย์และโภชนาการผู้ป่วยโรคเบาหวาน มีฟังก์ชั่นแนะนำการบริโภคอาหารเฉพาะรายบุคคล","นายพงษ์ชัย เพชรสังหาร, นายนชา ชลดำรงค์กุล, นายธเนศ วัฒนคุณากร",กรุงเทพมหานคร,422/57 ซอยอ่อนนุช 17 แยก 16 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10260,"08-1318-6700, 0-2745-8089",info@diamate.co,http://www.diamate.co,,"https://nia.bookcaze.com/viewer/2196/1/Innovation%20in%20Time%20of%20CRISIS, Page 14",4
DooTVMedia,บริษัท ดูทีวี มีเดีย จำกัด,"Doo TV Media Co., Ltd.","SW, Digital Service",Artificial Intelligence,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการอินเตอร์เน็ตแบบใช้สายและไร้สาย, Liveloom (Online Video Market) รวบรวมวีดีโอไว้อย่างหลากหลาย คุณภาพสูง คมชัด ไม่มีสะดุด มีระบบ AI ช่วยเลือกเนื้อหาที่เหมาะสมให้กับผู้รับชมทุกเพศทุกวัย รองรับวีดีโอทั้งแบบรับชมแบบถ่ายทอดสดและย้อนหลัง",นายปิยนันต์ ชวเลขยางกูร,กรุงเทพมหานคร,4/4 หมู่ที่ 11 แขวงบางพรม เขตตลิ่งชัน กรุงเทพมหานคร 10170,0-2412-6006,info@dootvmedia.com,http://www.dootvmedia.com,,"https://nia.bookcaze.com/viewer/2196/1/Innovation%20in%20Time%20of%20CRISIS, Page 16",0
OnTrack Education,บริษัท ออนแทรค เอ็ดดูเคชั่น จำกัด,"Ontrack Education Co., Ltd.",SW,,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการสร้างเว็บเพจเพื่อการศึกษา ให้คำปรึกษาบริการข้อมูล การวัดผล การทดสอบ, Study Plan ระบบวางแผนเตรียมสอบ วิเคราะห์และวางแผนเตรียมสอบให้เหมาะสมกับนักเรียนแต่ละรายบุคคล แสดงผลการวิเคราะห์ความสามารถของนักเรียนแต่ละรายบุคคลผ่านหลักการทางสถิติ ""Correlation""","นายปิยณัท สัจจะรัตนะโชติ, นายสุรกิจ สัจจะรัตนะโชติ, นางวงศ์พรรณ สัจจะรัตนะโชติ",กรุงเทพมหานคร,35/5 ถนนกรุงธนบุรี แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600,-,"info@ontrack.in.th, info@studyplan.co","https://ontrack.in.th, http://www.studyplan.co",,"https://nia.bookcaze.com/viewer/2196/1/Innovation%20in%20Time%20of%20CRISIS, Page 18",4
BAIYA PHYTOPHARM,บริษัท ใบยา ไฟโตฟาร์ม จำกัด,"Baiya Phytopharm Co., Ltd.","Pharmaceutical, Medical Supplies",,"การแพทย์, เวชภัณฑ์",ผลิตภัณฑ์,"บริการผลิต วิจัย และพัฒนาผลิตยาเวชภัณฑ์, Lateral Flow Immunoassy-Based Rapid Test Kit ชุดตรวจคัดกรองผู้ป่วยโรคโควิด-19 แบบรวดเร็ว ประเภท Lateral flow immunoassy สามารถแสดงผลอย่างรวดเร็วภายใน 15 นาที ใช้เทคโนโลยีการผลิคโปรตีน แอนติเจนของไวรัส  SAR-CoV-2 ด้วยพืช เพื่อนำมาพัฒนาเป็นชุดตรวจคัดกรองแบบรวดเร็ว ช่วยให้สามารถตรวจสอบอาการได้ด้วยตนเอง ไม่จำเป็นต้องพึ่งพาบุคคลากรผู้เชี่ยวชาญหรืออุปกรณ์พิเศษในห้องปฏิบัติการ","นายจอมพงศ์ แจ่มไพบูลย์, นายสยาม พูลเจริญ",กรุงเทพมหานคร,6/5 ซอยอ่อนนุช 74/1 แยก 1 ถนนอ่อนนุช (สุขุมวิท 77) แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,"0-2320-5939-41, 09-8745-0529",info@baiyaphytopharm.com,http://baiyaphytopharm.com,,"https://nia.bookcaze.com/viewer/2196/1/Innovation%20in%20Time%20of%20CRISIS, Page 21",4
INNOWASTE,บริษัท อินโนเวสท์ (ไทยแลนด์) จำกัด,"Inno Waste (Thailand) Co., Ltd.",HW - Waste Processing Machine,,"สินค้าอุปโภค บริโภค, เครื่องกำจัดขยะ",ผลิตภัณฑ์,"บริการผลิตเครื่องจักรอื่นๆที่ใช้ในงานทั่วไป, Food Waste Processing Machine เครื่องแปรรูปเศษอาหาร ในการเปลี่ยนขยะอินทรีย์ให้เป็นดิน","นางสาวกฤตยา สว่างวัฒนา, นางสาวอินธิรา เลี่ยมรัก, นายศุภฤกษ์ จิระกิตติดุลย์",นนทบุรี,12 ซอยเรวดี 73 ตำบลตลาดขวัญ อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,"0-2108-9614-6, 09-8364-1851",innowastethailand@gmail.com,http://www.innowastethailand.co.th,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 7",4
Innovative Waste Solution,บริษัท อินโนเวทีฟ เวสต์ โซลูชั่น จำกัด,"Innovative Waste Solution Co., Ltd.",SW,,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการะบบบริหารจัดการของเหลือใช้ครบวงจรผ่านระบบแอปพลิเคชันสมาร์ทโฟน, Recycle Day เป็นระบบการให้บริการนัดหมายรถรับซื้อขยะรีไซเคิล และแจ้งเตือนการ เก็บขยะและสิ่งของเหลือใช้อื่นๆ สำหรับทุกครอบครัวผ่านสมาร์ทโฟน โดยมีวัตถุประสงค์ ที่จะส่งเสริมการแยกขยะและ อำนวยความสะดวกให้ผู้ใช้บริการ สามารถใช้ได้อย่างมั่นใจ ปลอดภัยและได้รับผลตอบแทนสูงสุด","นายชนัมภ์ ชวนิชย์, นายพรธวัช เพ่งศรี",กรุงเทพมหานคร,483 ซอยจัดสรรเอื้อวัฒนสกุล แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10260,08-1000-0000,"recycleday.support@gmail.com, info@recycledaythailand.com",https://www.recycledaythailand.com,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 8",4
Credence Real Estate,บริษัท ครีเดนซ์เรียลเอสเตท จำกัด,"Credence Real Estate Co., Ltd.",Real Estate Consultant,,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการบริการงานที่ปรึกษา ทางด้านการเงิน ที่ปรึกษาธุรกิจอสังหาริมทรัพย์, LOAN ME (Loan Management System) ระบบช่วยบริหารจัดการการกู้ยืม ช่วยติดตามและรายงานสถานะการณ์การชำระหนี้ ตรวจสอบประวัติ ออกเอกสารการกู้ยืม",นายเพชร กฤษณเทวินทร์,กรุงเทพมหานคร,16/140 ซอยเสือใหญ่อุทิศ ถนนรัชดาภิเษก แขวงจันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900,-,support@loanme.asia,https://www.loanme.asia,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 14",4
WHY_NOT,บริษัท วาย น็อต โซเชี่ยล เอ็นเตอร์ไพร์ส จำกัด,"Why Not Social Enterprise Co., Ltd.","SW, Digital Service, Digital Content",,"ไฟฟ้า/ อิเลคทรอนิกส์, การจัดแสดง",ผลิตภัณฑ์,"บริการรับออกแบบ ให้คำปรึกษา ผลิต และติดตั้งกิจการสื่อโฆษณาทุกชนิด (Digital Advertizing Agency), BODHI Theater (a creative theater for consciousness) โพธิเธียเตอร์ โรงมหรสพสร้างสรรเพื่อการเรียนรู้ ถ่ายทอดพุทธศาสนาด้วยเทคโนโลยีสมัยใหม่",นายธวัชชัย แสงธรรมชัย,กรุงเทพมหานคร,9/2 อาคารเวลตี้ ทาวเวอร์ ชั้นที่ 1 ซอยสุขุมวิท 66/1 แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,08-1553-8981,contact@whynot.co.th,"http://whynot.co.th, https://www.facebook.com/whynotsocialenterprise",,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 20",4
CHORKOON,บริษัท ช่อคูน เรมีดี้ จำกัด,"Chorkoon Remedy Co., Ltd.",Consumer Goods - Cosmetic,,สินค้าอุปโภค บริโภค,ผลิตภัณฑ์,"บริการขายปลีกเครื่องสำอาง, Tantamular Herbal Toothpaste ยาสีฟันจากตำรับสมุนไพร ทันตะมูลา จากสมุนไพร 8 ชนิด ปราศจากสารเคมีเจือปน ป้องกันปัญหาเหงือก ฟัน และช่องปาก",นายศิริพัฒน์ มีทับทิม,กรุงเทพมหานคร,10 ซอยเลียบฯฝั่งเหนือ 9 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,09-4562-3249,chorkoon.herb@gmail.com,https://www.chorkoon.com/th,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 22",4
Blessed Products of Asia,บริษัท เบลสท์ โพรดักส์ ออฟ เอเชีย จำกัด,"Blessed Products of Asia Co., Ltd.",Cosmeceutical,,"สินค้าอุปโภค บริโภค, เวชสำอางค์",ผลิตภัณฑ์,"บริการผลิตสบู่และสารซักฟอกผลิตภัณฑ์ที่ใช้ในการทำความสะอาด และขัดเงา โรงงานผลิต สบู่ก้อน สบู่เหลว แชมพูเหลว ดอกไม้แห้ง น้ำหอม, ZNYA Organics - Organic cosmeceutical products from Neem leaf ผลิตภัณฑ์เวชสำอาค์ออร์แกนิคจากใบสะเดา บรรเทาอาการระคายเคือง การอักเสบ และการคันของผิวหนัง","นางสาววิตราภรณ์ พิมพลา, นางสาวนฤมล รัตนาวลีกุล",สมุทรสาคร,89/9 หมู่ที่ 2 ตำบลแคราย อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110,"06-1626-2928, 0-2215-6029",info@znyaorganics.com,https://www.znyaorganics.com,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 25",4
SPROUTS LEARNING,บริษัท สเปร้าท์ เลิร์นนิ่ง จำกัด,"Sprouts Learning Co., Ltd.","Education - Childcare, Nursery",,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการสถานดูแลเด็กตอนกลางวันและโรงเรียนสำหรับเด็กปฐมวัย, Mali คือแอปพลิเคชันที่จะช่วยติดตามพัฒนาการของคุณแม่และลูกน้อยในทุกๆวัน ตลอด 40 สัปดาห์ของการตั้งครรภ์จนถึงวันคลอด","นายโจนัส เลนซ์ โคบลิน, นางลลิดา กอบลิน, นางสาวนิรชา วิณิชยกุล",กรุงเทพมหานคร,333/15 ซอยสุขุมวิท 55 (ทองหล่อ) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,0-2064-0065,"mali@sproutslearning.org, hello@sprouts.co.th","https://mali.me, https://www.sproutslearning.org",,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 29",4
NAN MEE,บริษัท นานมี จำกัด,"Nan Mee Co., Ltd.",Consumer Goods - Stationary,,"สินค้าอุปโภค บริโภค, สี",ผลิตภัณฑ์,"บริการการขายส่งหนังสือหนังสือพิมพ์และเครื่องเขียน, PRACHONGSILP Thai acrylic matte colors สีศิลปพร้อมใช้จากวัสดุธรรมชาติเพื่ออนุรักษ์ศิลปกรรมไทย สีมีเอกลักษณ์เฉพาะตัวคล้ายสีฝุ่นโบราณของไทย","นายกรวิทย์ สุพุทธิพงศ์ , นายศุภชัย สุพุทธิพงศ์ , นางปรีญาณี กองบุญมา, นางสาวอุมาภรณ์ สุพุทธิพงศ์",กรุงเทพมหานคร,146 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,0-2648-8000,-,http://www.nanmee.com,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 32",4
Mahachumchon,บริษัท มหาชุมชน จำกัด,"Mahachumchon Co., Ltd.",Tourism,,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการให้คำปรึกษาด้านการบริหารจัดการ ให้คำปรึกษาด้านการสื่อสารประชาสัมพันธ์ บริษัทแนะนำและพัฒนาการท่องเที่ยว, TRAWELL (Community Travel Guide's Platform) แพลตฟอร์ฒนำเที่ยววิถีชุมชน รวบรวมข้อมูลการท่องเที่ยวทั้งการเดินทาง กิจกรรม และสินค้าที่ตอบโจทย์สไตล์ของผู้ใช้งาน","นางสาวธันยมัย อนันตกรณีวัฒน์, นายศานนท์ หวังสร้างบุญ, นางสาวสุรัชนา ภควลีธร, นางสาวกีรติ วุฒิสกุลชัย, นายเตชิต จิโรภาสโกศล, นางสาววิภาวี กิตติเธียร",กรุงเทพมหานคร,22 ซอยสำราญราษฎร์ ถนนมหาไชย แขวงสำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200,09-2506-6598,trawellthailand@gmail.com,http://trawellthailand.com,,"https://nia.bookcaze.com/viewer/2182/1/Innovation%20Catalog%20SOCIAL, Page 34",0
SeaandLand,บริษัท ซี แอนด์ แลนด์ คอร์ปอเรชั่น จำกัด,"Sea and Land Corporation Co., Ltd.",Engineering Consultant,,"ทรัพยากรธรรมชาติ, ระบบป้องกัน",กระบวนการผลิต,"บริการงานวิศวกรรมและการให้คำปรึกษาทางด้านเทคนิค ที่เกี่ยวข้อง ประกอบกิจการเป็นที่ปรึกษา รับจัด รับจ้าง รับบริการด้านเทคนิค วิชาการ งานสำรวจ ศึกษา ค้นคว้า ด้านวิศวกรรม, ระบบป้องกันชายหาดแห้งด้วยวิธีระบายน้ำลงสู่ชั้นน้ำใต้ดิน Beach Protection System","นางสาววรวรรณ อรัญญาเกษมสุข, นายวิจักส์ แพ่งสภา",กรุงเทพมหานคร,234/88 ถนนอโศก-ดินแดง แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,09-0606-1188,seaandland.th@gmail.com,"http://seaandland.co.th, https://www.facebook.com/SandLCorp",,"https://nia.bookcaze.com/viewer/2094/1/ITE2019:%20Social%20Innovation%20in%20the%20City, Page 26",4
Kids-Kiss by behance,บริษัท คิดส์-คิสส์ สตูดิโอ จำกัด,"Kids-Kiss Studio Co., Ltd.",Digital Content,,"การสื่อสาร, สารคดี",ผลิตภัณฑ์,"บริการโฆษณาออกแบบสื่อโฆษณา ผลิตภัณฑ์, Short Documentary ""Change to Understand"" สารคดีสั้น เปลี่ยนเป็น""เข้าใจ""","นายเขมวิทย์ สมวงศ์, นายศรัณย์ สมวงศ์",สมุทรปราการ,83/303 หมู่ที่ 7 ตำบลบางเมืองใหม่ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,0-2753-8564,mr.saran.somwong@gmail.com,http://www.behance.net/gallery/76880743/Portfolio-2019-Production-Design-bySarun-Somwong,,"https://nia.bookcaze.com/viewer/2094/1/ITE2019:%20Social%20Innovation%20in%20the%20City, Page 34",4
assajan,บริษัท อัศจรรย์คอลเลคทีฟ จำกัด,"Assajan Collective Co., Ltd.",Digital Content,,"การสื่อสาร, สารคดี",ผลิตภัณฑ์,"บริการโฆษณา, Short Documentary ""Experiencing ASEAN POP Culture สารคดีสั้น ""มองอาเซียนผ่านเลนส์ร่วมสมัย""","นายชยารพ บุรพัฒน์, นางสาวมาดาพร น้อยนิตย์",กรุงเทพมหานคร,358 ถนนพระราม 5 แขวงสวนจิตรลดา เขตดุสิต กรุงเทพมหานคร 10300,0-2243-8613-5,hello@assajancollective.com,http://www.assajancollective.com,,"https://nia.bookcaze.com/viewer/2094/1/ITE2019:%20Social%20Innovation%20in%20the%20City, Page 35",4
BBL,บริษัท ธนาคารกรุงเทพ จำกัด (มหาชน),"Bangkok Bank Public Co., Ltd.",Financial - Bank,,"การสื่อสาร, สื่อ (ออนไลน์)",กระบวนการผลิต,"บริการประกอบกิจการธนาคารในประเทศไทย, รางวัลนวัตกรรมแห่งชาติด้านสื่อมวลชนออนไลน์ Journalist (Online) ชนะเลิศอันดับ 2","นายชาติศิริ โสภณพนิช, นายอมร จันทรสมบูรณ์, นายเดชา ตุลานันท์, นายสิงห์ ตังทัตสวัสดิ์, นายสุวรรณ แทนสถิตย, นายชาญศักดิ์ เฟื่องฟู, นายจรัมพร โชติกเสถียร, นายทวีลาภ ฤทธาภิรมย์",กรุงเทพมหานคร,333 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,0-2626-3888,-,https://www.bangkokbanksme.com,,"https://nia.bookcaze.com/viewer/2094/1/ITE2019:%20Social%20Innovation%20in%20the%20City, Page 36",0
aCommerce,บริษัท เอคอมเมิร์ซ จำกัด,"aCommerce Co., Ltd.",SW (E-Commerce),,"สินค้าอุปโภค บริโภค, องค์กร",กระบวนการผลิต,"บริการเป็นตลาดกลางในการซื้อขายสินค้าหรือบริการ โดยวิธีใช้สื่ออิเล็กทรอนิกส์ผ่านระบบเครือข่ายอินเทอร์เน็ต การบริการโดยวิธีใช้สื่ออิเล็คทรอนิคส์ผ่านระบบเครือข่ายอินเตอร์เน็ต การซื้อขายสินค้าหรือบริการโดยวิธีการใช้สื่ออิเล็คทรอนิคส์ผ่านระบบเครือข่ายอินเทอร์เน็ต, Global Tech Startup of the Year 2019","นางสาวเพ็ญสิริ เสถียรวงศ์นุษา, นางสาวมณีทรัพย์ โรจน์ดำรงรัตนา, นายพรเสถียร เสาวภาคสุนทร",กรุงเทพมหานคร,689 อาคารภิรัชทาวเวอร์ ชั้น 33 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,0-2636-3137,acomms@acommerce.asia,https://www.acommerce.asia,,"https://nia.bookcaze.com/viewer/2094/1/ITE2019:%20Social%20Innovation%20in%20the%20City, Page 63",4
SYNERGY INSIGHT,บริษัท ซินเนอร์จี้ อินไซท์ จำกัด,"Synergy Insight Co., Ltd.","HW, SW, Digital Service",,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการเทคโนโลยีสารสนเทศและคอมพิวเตอร์, BML (GENODE) Bio-Market and NIPT Testing ระบบบริหารและจัดการแบบบูรณาการ เพื่อการส่งตรวจ ไบโอมาร์เกอร์และนิพท์ (Specimen Collection Kit)","นายรัชพล ศิลาวิเศษฤทธิ์, นายธนพล ไทยพานิช",กรุงเทพมหานคร,อาคาร Y-E-S-C 372 ถนนสุขาภิบาล 5 แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,0-2949-8786,contact@synergyinsight.co.th,http://synergyinsight.co.th,,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 6",4
Research X,บริษัท รีเสิร์ช เอ็กซ์ จำกัด,"Research X Co., Ltd.",Cosmeceutical,,"สินค้าอุปโภค บริโภค, เวชสำอางค์",ผลิตภัณฑ์,"บริการค้นคว้าวิจัยสำหรับผลิตภัณฑ์เครื่องสำอาง, IOD Skin Intelligence Antioxidant Serum ซีรั่มสูตรเพื่อการปกป้องการเสื่อมสภาพของผิวและปกป้องผิวจากอนุมูลอิสระ",นายภาคภูมิ เพิ่มมงคล,กรุงเทพมหานคร,139 ชั้น 3 ห้องเลขที่ 301-304 (W36/3) อาคารศูนย์การค้าเดอะสตรีท รัชดา ถนนรัชดาภิเษก แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400,"08-6026-4848, 08-1855-1825",service@researchx.co.th,-,91/17 วัฒนานิเวศน์ 4 แยก 3 แขวงสามเสนนอก เขตห้วยขวาง จังหวัดกรุงเทพมหานคร 10310,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 8",4
opensource technology,บริษัท โอเพน ซอร์ส เทคโนโลยี จำกัด,"Open Source Technology Co., Ltd.","SW, Digital Service",,"เทคโนโลยีสารสนเทศ, แอพลิเคชั่น",ผลิตภัณฑ์,"บริการจำหน่ายและซ่อมบำรุงรักษาซอฟท์แวร์ทางการแพทย์, HOSPITAL OS ระบบงานโรงพยาบาล ระบบบริหารงานโรงพยาบาลทั้งดูแลผู้ป่วยในและผู้ป่วยนอก เช่นระบบเวชระเบียน การคัดกรองผู้ป่วย ห้องตรวจ ห้องยา การเงิน ทันตกรรม ห้องเอกซ์เรย์","นางสาวเกตุอัจฉรา เกษเพ็ชร์,​ นางกนกวรรณ อานามนารถ",กรุงเทพมหานคร,14 ซอยโชคชัย 4 ซอย 69 ถนนโชคชัย 4 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,0-2538-8662,support@hospital-os.com,http://www.opensource-technology.com/th,,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 20",4
BN Superior Marketing,บริษัท บี เอ็น ซุพพีเรียมาร์เก็ตติ้ง จำกัด,"BN Superior Marketing Co., Ltd.",Medical Equipment,,"การแพทย์, วัสดุและอุปกรณ์",ผลิตภัณฑ์,"บริการขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์, Mobile Dental Chair เก้าอี้ทันตกรรม ""มิตรแท้ผู้ใช้งาน"" เป็นเก้าอี้ทันตกรรมใช้นอกสถานที่ โดยปรับโครงสร้างให้เบาลง มีความแข็งแรงและสมดุล เหมาะกับสถานที่ทุรกันดารทุกประเภท","นางยุพนา สันติเจริญเลิศ, นายหัตถชัย สันติเจริญเลิศ",กรุงเทพมหานคร,11 ซอยเอกชัย 94 แยก 7 แขวงบางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150,0-2895-0013-4,bnsuperior@yahoo.com,https://bnsuperiormarketing.wordpress.com,,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 23",4
Valor HEALTH,บริษัท เวเลอร์ เฮลธ์ จำกัด,"Valor Health Co., Ltd.",Medical Equipment,,"การแพทย์, วัสดุและอุปกรณ์",ผลิตภัณฑ์,"บริการ ซื้อ ขาย ให้เช่า เครื่องมือแพทย์ และอุปกรณ์ที่เกียวกับแพทย์ และเสริมความงาม, PROMIS เครื่องมือช่วยผ่าตัดพังผืดกดทับเส้นประสาทข้อมือ (Carpal Tunnel Syndrome) สำหรับแผลขนาดเล็ก","นายประเสริฐ ไวยาวัจมัย, นายสุวิทย์ ไวยาวัจมัย, นายปณิธาน จันทองจีน, นางสาวพรรณรัตน วิประกษิต, นายกฤต เติมพิริยะกิจ",กรุงเทพมหานคร,2/22 ตึกไอยรา ทาวเวอร์ ชั้น 10 ถนนจันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,"0-2678-5150, 0-2678-7500",info@valorhealth.co.th,https://www.valorhealththailand.com,,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 25",4
VNC,ห้างหุ้นส่วนจำกัด วี เอ็น ซี เทคโนโลยี,"V.N.C. Technology Ltd., Part.",Medical Equipment,,"การแพทย์, วัสดุและอุปกรณ์",ผลิตภัณฑ์,"บริการผลิตเครื่องใช้ในครัวเรือนประเภทผลิตความร้อนด้วยไฟฟ้า ผลิตเครื่องมือทางการแพทย์ทางด้านความงาม , USHAPE เครื่องยกกระชับหน้าท้องสำหรับสลายไขมัน โดยการส่งผ่านคลื่นโฟกัสอัลตราซาวน์ (High Intensity Focus Ultrasound HIFU) ลงไปในชั้นผิวหนัง","นายยุทธพงษ์ ใจศิริ, นายวราวุฒิ ใจศิริ, นายวสันต์ ใจศิริ, นางระพีพรรณ ใจศิริ",ปทุมธานี,1011 หมู่ที่ 3 ตำบลบางพูน อำเภอเมืองปทุมธานี จังหวัดปทุมธานี 12000,"09-5941-9650, 08-9138-1458","wachira.t2vnc@gmail.com, wasan@vnc.co.th, rapeephan@vnc.co.th",https://www.vnc.co.th,,"https://nia.bookcaze.com/viewer/1964/1/Innovation%20Catalog%20Medical, Page 27",4
ASP,บริษัท เอเซีย พลัส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),"Asia Plus Group Holding Public Co., Ltd.",Securities Asset,,"การเงิน, บริษัทหลักทรัพย์, องค์กร",กระบวนการผลิต,บริการนายหน้าซื้อขายหลักทรัพย์,"นายชาลี โสภณพนิช, นายก้องเกียรต,ิ โอภาสวงการ, นายพัชร สุระจรัส, นายพิทเยนท์ อัศวนิก",กรุงเทพมหานคร,175 อาคารสาธรซิตี้ทาวเวอร์ ชั้นที่ 3/1 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,"0-2680-1111, 0-2680-1000",support@asiaplus.co.th,http://www.asiaplus.co.th,,"https://nia.bookcaze.com/viewer/1720/1/The%20Founder, Page 15",4
TTA,บริษัท โทรีเซนไทย เอเยนต์ซีส์ จำกัด (มหาชน),"Thoresen Thai Agencies Public Co., Ltd.",Transportations,,"การขนส่ง, องค์กร",กระบวนการผลิต,บริการ การขนส่งทางบก ทางน้ำ และทางอากาศทั้งในและต่างประเทศ,"นายฌ็อง ปอล เทเวอแน็ง, นายจิเทนเดอร์ พอล เวอร์มา, นายเฉลิมชัย มหากิจศิริ, นางสาวอุษณา มหากิจศิริ",กรุงเทพมหานคร,26/26-27 อาคารอรกานต์ ชั้นที่ 8 ซอยชิดลม ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,0-2250-0569,Investors@thoresen.com,http://www.thoresen.com,,"https://nia.bookcaze.com/viewer/1720/1/The%20Founder, Page 21",4
